name,size,status,major,dorm,gender,degree
Rice31,4083,0.3574900142671457,0.048034577740897484,0.4160109539685949,0.02715388181035858,0.06483462782822576
Rochester38,4561,0.27320566302523674,0.06362696532142456,0.1993983259492487,0.06537820793492147,0.024946883937196563
Rutgers89,24568,0.2532860210945997,0.05814480716645319,0.17018354521187917,0.027056465306871086,0.07570232619365705
Santa74,3578,0.3195960566253728,0.045128433270266326,0.1391771122685546,0.029890245653954754,0.07063364105479578
Simmons81,1510,0.3178051897827661,0.06123845464896519,0.16765156343976673,0.004367207476297788,-0.0622502959623189
Smith60,2970,0.26382611614364526,0.050211172531449855,0.24251985865351586,0.051031380685604755,0.04361720784999336
Stanford3,11586,0.3593718783378582,0.04865513035985912,0.10150667065975409,0.0477540055305945,0.10195140824021603
Swarthmore42,1657,0.34695322810613066,0.03975495357049314,0.10281130724071459,0.05384871374129773,0.06093107201796439
Syracuse56,13640,0.37366853870161365,0.07137284463962895,0.2359774323649202,0.051541759723292356,0.06452912074991646
Temple83,13653,0.1917335367532191,0.056555473298576756,0.19759365878032673,-0.05405890698635486,0.030237498086773805
Tennessee95,16977,0.22541838726576965,0.03738607104311536,0.17004454719178086,0.04708833449742161,0.0005223327887146066
Texas80,31538,0.2885458101974358,0.05970963576403857,0.20483512843449725,0.0796916113524656,0.16388060318553432
Texas84,36364,0.2044049138291882,0.05219902172352606,0.20201105277257322,0.05444654135647274,-0.00150477461547938
Trinity100,2613,0.3782911525864028,0.0675034394502031,0.10883910914751317,0.04246312377477926,0.07190565373550929
Tufts18,6672,0.4321745992900338,0.04177141822660305,0.12305615720096903,0.05048098448308716,0.11798493726385167
Tulane29,7740,0.38800512835628254,0.0463425917213203,0.2501175335548616,0.08390690629411807,0.09756227040948967
UC33,16800,0.19474588686736075,0.0353020634349525,0.21993911340729222,0.01810171000857017,0.09391543922305963
UC61,13736,0.19738208761861142,0.05616150247452806,0.14639000070850217,0.0034930580731655767,0.19687582879277638
UC64,6810,0.16465534176821597,0.039040493676952,0.17445905769010486,-0.023952982934354144,0.1253775970779927
UCF52,14936,0.12512654257007225,0.031224346055159946,0.14492051165177067,0.026765923854354147,-0.007707664506203242
UChicago30,6561,0.34780394513694834,0.04763310202197067,0.18426706595226888,0.03753977943683335,0.017935458470097112
UCLA26,20453,0.2477659578712316,0.045162106663446874,0.1939864312007326,0.026175587407129865,0.1360459556482647
UConn91,17206,0.24628891857116558,0.04603645645313946,0.10843472236598153,0.011455838354789324,0.08861495550260651
UCSB37,14917,0.27185894184339227,0.039736321449898825,0.17793194626298298,-0.0018749845504549346,0.18306169341124645
UCSC68,8979,0.22683557358065212,0.04748939578389414,0.38455863780393096,-0.022528916807780044,0.13232212102314633
UCSD34,14936,0.23629555740063846,0.03202053039408693,0.24658467383849655,0.026584100791176263,0.03434524313496983
UF21,35111,0.26171220248237415,0.044124342746244306,0.13233647595262515,0.07018186218051868,-0.00964850037493392
UGA50,24380,0.3007509756109965,0.03187138252323901,0.2533075703689639,0.0862791960560916,0.08962544401950438
UIllinois20,30795,0.25729975902485147,0.050101587947787955,0.21139218463753767,0.09740981100815357,0.027850244273476536
UMass92,16502,0.27577776016256733,0.06630437841173481,0.218456276660702,-0.03622125279623151,-0.0013784347633863066
UNC28,18158,0.29777855727357155,0.04591168734132646,0.17710503720055035,0.04959258361592727,6.613719946637311e-05
UPenn7,14888,0.43272468293501,0.05109045303637894,0.18008336663043145,0.07145280573951661,0.09250026259178017
USC35,17440,0.27569581801374776,0.07957502147198152,0.17743005580178198,0.07246827100611448,0.005504891411338413
USF51,13367,0.11020967087911322,0.02856251617934855,0.1413555018435298,-0.06604867185710346,0.1464068785249902
USFCA72,2672,0.21059222292779456,0.06687327185790677,0.19663846073439417,0.021740251726015597,0.09166541049655257
UVA16,17178,0.39497043331844606,0.050492480216193986,0.17219602357939878,0.07975448093224044,0.02549059962283379
Vanderbilt48,8063,0.395919082721776,0.049776130601208786,0.17594519954224916,0.12471975682504899,0.037823531296211556
Vassar85,3068,0.4184823886642711,0.054487895872409424,0.19516868272567203,0.005983318446377356,0.10078144349335603
Vermont70,7322,0.33760951586093135,0.04820813651201284,0.19865465125398574,0.005117497289281788,0.07719751848418223
Villanova62,7755,0.4608312675350634,0.05068103224856217,0.1763005479467,0.08243098841424237,0.06121983021853878
Virginia63,21319,0.25071907565195084,0.05129090437041073,0.11855125328976142,0.05618498775950475,-0.016074486395657533
Wake73,5366,0.3467056411108689,0.03954524079238768,0.17847692123631023,0.10482120828504371,0.07090875548774574
WashU32,7730,0.4018423106352956,0.038563878790330706,0.12863887767520224,0.07916083466240749,0.04040080728335174
Wellesley22,2970,0.42148919501524285,0.037243412189846954,0.10228736377950816,0.022813704518305576,0.06425328627689918
Wesleyan43,3591,0.3941836372039097,0.049689666480474855,0.11036671136385881,0.03164105997408494,0.09506348914928048
William77,6472,0.32411574983077,0.040335612068968185,0.15775664215561722,0.09441362345344896,0.05160144749219283
Williams40,2788,0.46093028399171554,0.0390690059292171,0.12054338554633884,0.05727221327907362,0.04034804768240832
Wisconsin87,23831,0.2582731397450252,0.03637372865636816,0.21733474879475556,0.039834095139947144,-0.0035421110135009704
Yale4,8561,0.45871575033584683,0.04793986042919112,0.221295821167607,0.031111202764101197,0.0186038480198277
